age_0;age_1;age_2;age_3;age_4;age_5;age_6;age_7;age_8;age_9;age_10;age_11;age_12;age_13;age_14;age_15;age_16;age_17;age_18;age_19;age_20;age_21;age_22;age_23;age_24;age_25;age_26;age_27;age_28;age_29;age_30;age_31;age_32;age_33;age_34;age_35;age_36;age_37;age_38;age_39;age_40;age_41;age_42;age_43;age_44;age_45;age_46;age_47;age_48;age_49;age_50;age_51;age_52;age_53;age_54;age_55;age_56;age_57;age_58;age_59;age_60;age_61;age_62;age_63;age_64;age_65;age_66;age_67;age_68;age_69;age_70;age_71;age_72;age_73;age_74;age_75;age_76;age_77;age_78;age_79;age_80;age_81;age_82;age_83;age_84;age_85_plus
18734;19480;19847;20560;20728;20942;21508;21486;22486;22500;23109;22552;22774;20993;20032;19151;19028;18300;18653;18815;20278;19786;20433;21240;21921;21859;22160;22379;22496;24111;24585;25614;27706;28147;27590;28639;29195;29726;30802;31712;32431;32656;32302;31899;32526;31518;30645;30684;30304;29615;28446;29211;29752;30703;31689;31588;30469;30212;30078;30005;29327;28769;28369;28669;29338;28730;27909;27728;26854;25306;25294;22854;21343;20258;18074;12813;15353;16630;16160;14782;14066;13233;12062;11165;10526;54575
